length,dotsNum,isAtAppers,isHavingIP,slashNum,makafNum,isTinyUrl,isIpInURL,isMailto,subDomainsNum,label
64,3,0,0,6,0,1,0,0,5,0
56,3,0,0,5,0,0,0,0,4,1
65,2,0,0,3,0,0,0,0,2,1
126,6,0,0,3,1,0,0,0,2,1
97,6,0,0,7,1,0,0,0,6,1
110,7,0,0,7,0,0,0,0,6,1
184,7,0,0,13,1,0,0,0,11,1
34,2,0,0,4,0,0,0,0,3,0
41,3,0,0,3,1,0,0,0,2,1
171,2,0,0,5,1,0,0,0,4,1
29,1,0,0,4,0,0,0,0,2,0
40,3,0,0,4,0,0,0,0,3,1
57,1,0,0,5,1,0,0,0,3,1
27,3,0,0,3,0,0,0,0,2,0
167,3,0,0,5,9,0,0,0,4,1
214,3,0,0,5,3,0,0,0,4,1
53,2,0,0,8,0,0,0,0,7,0
45,2,0,0,5,0,1,0,0,3,0
68,4,0,0,8,1,1,0,0,6,1
140,12,0,0,3,0,0,0,0,2,1
40,2,0,0,4,0,0,0,0,2,0
21,1,0,0,3,0,0,0,0,1,1
124,6,0,0,6,1,0,0,0,5,1
38,5,0,0,3,0,0,0,0,1,1
137,3,0,0,6,0,1,0,0,5,0
36,2,0,0,6,0,0,0,0,4,0
33,1,0,0,4,0,0,0,0,2,0
33,2,0,0,4,0,0,0,0,3,0
152,4,0,0,4,3,0,0,0,3,1
42,3,0,0,4,0,0,0,0,3,0
33,2,0,0,4,0,0,0,0,3,0
40,2,0,0,5,0,0,0,0,4,1
42,2,0,0,5,0,0,0,0,3,1
33,3,0,0,3,0,0,0,0,2,1
99,6,0,0,7,1,0,0,0,6,1
76,1,0,0,7,0,0,0,0,5,1
33,2,0,0,3,1,0,0,0,2,1
34,2,0,0,4,0,0,0,0,3,0
51,3,0,0,4,0,0,0,0,3,0
43,3,0,0,4,0,0,0,0,3,0
34,2,0,0,4,0,0,0,0,3,0
44,2,0,0,5,0,0,0,0,3,0
44,3,0,0,8,0,0,0,0,7,0
34,2,0,0,4,0,0,0,0,3,0
34,2,0,0,4,0,0,0,0,3,0
43,3,0,0,4,2,0,0,0,3,0
34,2,0,0,4,0,0,0,0,2,0
35,2,0,0,4,0,0,0,0,2,0
32,2,0,0,3,0,0,0,0,2,1
255,9,0,0,5,4,0,0,0,3,1
125,2,0,0,6,0,0,0,0,5,1
34,2,0,0,4,0,0,0,0,3,0
376,3,0,0,5,9,0,0,0,4,1
41,2,0,0,4,0,0,0,0,2,0
52,2,0,0,5,0,0,0,0,4,1
52,3,0,0,9,0,0,0,0,7,0
33,3,0,0,3,0,0,0,0,2,0
56,4,0,0,6,0,0,0,0,5,0
59,2,0,0,4,0,0,0,0,3,0
41,2,0,0,5,1,0,0,0,3,0
34,2,0,0,4,0,0,0,0,3,0
82,5,0,0,4,0,0,0,0,3,1
36,2,0,0,4,0,0,0,0,3,0
135,6,0,0,7,1,0,0,0,6,1
42,2,0,0,5,0,0,0,0,3,0
130,7,0,0,7,1,0,0,0,6,1
94,3,0,0,10,2,0,0,0,8,1
28,1,0,0,4,0,0,0,0,2,1
50,3,0,0,5,0,0,0,0,4,0
48,3,0,0,3,0,0,0,0,2,0
35,2,0,0,4,0,0,0,0,2,0
51,5,0,0,4,0,0,0,0,3,0
125,6,0,0,7,1,0,0,0,6,1
40,2,0,0,4,0,0,0,0,3,0
39,3,0,0,3,0,0,0,0,2,0
44,4,0,0,5,0,0,0,0,4,0
184,9,0,0,5,6,0,0,0,3,1
83,6,0,0,5,0,0,0,0,4,1
50,3,0,0,7,0,0,0,0,6,0
64,2,0,0,5,0,0,0,0,3,1
34,2,0,0,4,0,0,0,0,3,0
231,6,0,0,12,4,0,0,0,11,1
90,6,0,0,10,1,0,0,0,9,1
33,2,0,0,3,0,0,0,0,2,0
65,3,0,0,6,0,0,0,0,4,1
46,3,0,0,4,2,0,0,0,3,0
59,4,0,0,7,0,0,0,0,6,1
36,3,0,0,3,0,0,0,0,2,0
51,2,0,0,5,0,0,0,0,4,0
32,2,0,0,4,0,0,0,0,2,0
129,8,0,0,7,1,0,0,0,6,1
102,3,0,0,4,0,0,0,0,3,1
66,4,0,0,8,0,0,0,0,6,0
68,4,0,0,7,0,0,0,0,6,1
34,2,0,0,4,0,0,0,0,3,0
141,11,0,0,4,0,0,0,0,2,1
224,4,0,0,7,1,0,0,0,6,1
54,1,0,0,5,1,0,0,0,3,1
84,2,0,0,9,0,0,0,0,8,1
31,2,0,0,4,0,0,0,0,2,0
33,4,0,0,3,0,0,0,0,2,0
44,3,0,0,4,0,0,0,0,2,0
45,2,0,0,5,1,0,0,0,4,1
48,3,0,0,5,0,0,0,0,4,0
43,2,0,0,5,0,0,0,0,4,1
117,7,0,0,10,2,1,0,0,9,1
104,7,0,0,6,0,0,0,0,4,1
41,3,0,0,4,0,0,0,0,3,0
31,2,0,0,5,0,0,0,0,3,0
66,2,0,0,4,3,0,0,0,3,0
49,3,0,0,5,0,0,0,0,4,0
54,5,0,0,5,0,0,0,0,4,0
26,2,0,0,4,0,0,0,0,2,0
51,6,0,0,4,0,0,0,0,3,0
95,3,0,0,7,0,0,0,0,6,1
113,5,0,0,3,1,0,0,0,2,1
24,2,0,0,3,0,0,0,0,1,1
42,1,0,0,5,0,0,0,0,3,0
34,2,0,0,4,0,0,0,0,3,0
42,2,0,0,5,0,0,0,0,3,0
112,6,0,0,3,2,0,0,0,2,1
36,2,0,0,5,0,0,0,0,3,0
135,6,0,0,10,4,0,0,0,8,1
36,1,0,0,5,0,0,0,0,3,0
34,2,0,0,4,0,0,0,0,3,0
62,3,0,0,7,0,0,0,0,6,1
33,2,0,0,4,0,0,0,0,2,0
33,3,0,0,3,0,0,0,0,2,0
79,1,0,0,8,2,0,0,0,6,1
43,3,0,0,5,0,0,0,0,4,0
46,2,0,0,6,0,1,0,0,4,0
34,2,0,0,4,0,0,0,0,3,0
104,7,0,0,7,1,0,0,0,6,1
40,2,0,0,4,0,0,0,0,3,1
39,1,0,0,5,0,0,0,0,3,0
49,4,0,0,4,0,0,0,0,3,0
243,7,0,0,6,2,0,0,0,5,1
38,3,0,0,4,0,0,0,0,2,0
56,4,0,0,7,0,0,0,0,6,1
376,3,0,0,5,9,0,0,0,4,1
38,4,0,0,4,0,0,0,0,2,0
34,2,0,0,5,0,0,0,0,3,0
99,4,0,0,9,1,0,0,0,8,1
43,2,0,0,5,1,0,0,0,3,0
41,2,0,0,4,1,0,0,0,2,0
118,6,0,0,3,3,0,0,0,2,1
62,1,0,0,7,1,0,0,0,5,1
41,3,0,0,5,0,0,0,0,4,1
40,2,0,0,4,0,0,0,0,3,1
115,8,0,0,7,1,0,0,0,6,1
55,3,0,0,5,2,0,0,0,4,0
89,1,0,0,4,8,0,0,0,3,0
60,2,0,0,5,0,0,0,0,4,1
35,2,0,0,4,0,0,0,0,2,0
45,3,0,0,4,0,0,0,0,3,0
130,10,0,0,3,0,0,0,0,2,1
110,7,0,0,7,0,0,0,0,6,1
96,3,0,0,3,0,0,0,0,2,0
49,2,0,0,6,0,0,0,0,5,0
376,3,0,0,5,5,0,0,0,4,1
23,2,0,0,3,0,0,0,0,1,1
215,3,0,0,7,1,0,0,0,6,1
54,4,0,0,6,0,0,0,0,5,0
112,5,0,0,6,0,0,0,0,5,1
34,3,0,0,3,0,0,0,0,2,0
23,2,0,0,3,0,0,0,0,1,1
134,2,0,0,4,0,0,0,0,3,1
37,2,0,0,5,1,0,0,0,3,0
131,8,0,0,7,4,0,0,0,6,1
32,2,0,0,4,0,0,0,0,2,0
34,2,0,0,4,0,0,0,0,3,0
62,2,0,0,3,0,0,0,0,2,0
43,3,0,0,4,0,0,0,0,3,0
84,1,0,0,5,1,0,0,0,3,1
164,3,0,0,10,0,0,0,0,8,1
32,2,0,0,4,0,0,0,0,3,0
26,2,0,0,4,1,0,0,0,2,0
142,6,0,0,6,3,0,0,0,5,1
101,2,0,0,3,2,0,0,0,2,1
40,2,0,0,4,0,0,0,0,2,0
74,4,0,0,4,0,0,0,0,3,1
40,2,0,0,4,0,0,0,0,3,1
52,4,0,0,3,0,0,0,0,2,1
64,6,0,0,5,0,0,0,0,4,1
40,2,0,0,5,0,0,0,0,3,0
36,2,0,0,4,0,0,0,0,2,0
34,2,0,0,4,0,0,0,0,3,0
53,3,0,0,6,1,0,0,0,4,0
63,2,0,0,6,0,0,0,0,4,1
40,1,0,0,5,0,0,0,0,3,1
30,2,0,0,4,0,0,0,0,2,0
92,6,0,0,7,0,0,0,0,6,1
244,6,0,0,5,1,0,0,0,4,1
86,6,0,0,8,1,0,0,0,7,1
49,3,0,0,4,1,0,0,0,3,0
34,2,0,0,4,0,0,0,0,3,0
57,1,0,0,6,1,0,0,0,4,1
82,1,0,0,7,1,0,0,0,5,1
67,3,0,0,4,0,0,0,0,3,1
49,3,0,0,5,0,0,0,0,3,0
103,7,0,0,10,1,1,0,0,9,1
36,1,0,0,5,0,0,0,0,3,0
184,15,0,0,13,1,0,0,0,12,1
116,1,0,0,6,1,0,0,0,5,1
70,4,1,0,5,0,0,0,0,4,1
55,3,0,0,4,0,0,0,0,3,1
33,2,0,0,3,0,1,0,0,1,1
35,2,0,0,4,0,0,0,0,2,1
37,2,0,0,4,0,0,0,0,2,0
50,3,1,0,3,0,0,0,0,2,1
53,3,0,0,5,0,0,0,0,4,1
48,3,0,0,3,0,0,0,0,2,0
34,1,0,0,5,0,0,0,0,3,1
27,2,0,0,4,0,0,0,0,2,1
83,1,0,0,5,1,0,0,0,3,1
223,12,0,0,6,5,0,0,0,4,1
61,3,0,0,7,0,0,0,0,6,0
63,2,0,0,7,1,0,0,0,5,1
40,2,0,0,3,0,1,0,0,1,1
61,8,0,0,3,1,0,0,0,2,1
68,2,0,0,4,0,0,0,0,3,1
54,4,0,0,4,2,0,0,0,3,0
36,2,0,0,4,0,0,0,0,3,1
178,10,0,0,5,4,0,0,0,3,1
34,2,0,0,5,0,0,0,0,3,1
55,3,0,0,5,0,0,0,0,4,0
49,4,0,0,3,0,0,0,0,2,1
49,3,0,0,3,2,0,0,0,2,0
58,5,0,0,4,0,0,0,0,3,1
38,2,0,0,3,0,0,0,0,2,0
93,3,0,0,3,0,0,0,0,2,0
42,2,0,0,5,0,0,0,0,3,0
79,1,0,0,5,1,0,0,0,3,1
47,4,0,0,4,0,0,0,0,2,1
111,7,0,0,10,1,0,0,0,9,1
78,2,0,0,8,0,0,0,0,6,1
100,4,0,0,6,0,0,0,0,5,1
181,3,0,0,8,0,0,0,0,7,1
218,14,0,0,4,0,0,0,0,2,1
39,3,0,0,3,0,0,0,0,2,0
41,3,0,0,3,0,0,0,0,2,0
205,2,0,0,5,4,0,0,0,4,1
71,4,0,0,7,1,0,0,0,6,1
94,5,0,0,6,0,0,0,0,5,1
68,4,0,0,4,0,0,0,0,3,0
40,2,0,0,3,0,0,0,0,2,1
52,2,0,0,5,0,0,0,0,4,1
75,3,0,0,5,0,0,0,0,4,1
33,2,0,0,4,0,0,0,0,2,0
36,3,0,0,3,0,0,0,0,2,1
227,15,0,0,5,0,0,0,0,4,1
53,3,0,0,6,0,0,0,0,5,0
25,1,0,0,4,0,0,0,0,2,1
63,5,0,0,5,2,0,0,0,4,0
56,3,0,0,6,0,0,0,0,5,0
91,7,0,0,5,1,0,0,0,4,1
68,2,0,0,8,3,0,0,0,6,1
140,7,0,0,7,1,0,0,0,6,1
125,4,0,0,9,3,0,0,0,8,1
48,2,0,0,5,0,0,0,0,3,1
94,6,0,0,4,1,0,0,0,3,1
220,5,0,0,12,4,0,0,0,11,1
29,2,0,0,5,0,0,0,0,3,0
81,6,0,0,7,0,1,0,0,6,1
35,3,0,0,4,0,0,0,0,3,0
46,4,0,0,5,1,0,0,0,3,0
376,3,0,0,5,9,0,0,0,4,1
93,6,0,0,5,0,0,0,0,4,1
38,3,0,0,4,0,0,0,0,3,0
52,4,0,0,3,0,0,0,0,2,1
62,3,0,0,4,1,0,0,0,3,0
163,16,0,0,3,0,0,0,0,2,1
37,2,0,0,4,0,1,0,0,2,0
247,14,0,0,3,0,0,0,0,1,1
34,2,0,0,4,0,0,0,0,3,0
48,3,0,0,7,0,0,0,0,5,1
49,2,0,0,6,1,0,0,0,4,0
376,3,0,0,5,10,0,0,0,4,1
80,1,0,0,6,3,0,0,0,4,1
36,3,0,0,3,1,0,0,0,2,1
83,3,0,0,5,0,0,0,0,4,1
111,7,0,0,10,1,0,0,0,9,1
46,3,0,0,4,0,0,0,0,3,0
44,2,0,0,5,0,0,0,0,3,0
43,2,0,0,4,0,0,0,0,3,1
45,2,0,0,4,1,0,0,0,2,1
204,13,0,0,3,6,0,0,0,2,1
32,2,0,0,4,0,0,0,0,2,0
47,3,0,0,3,0,0,0,0,2,1
37,3,0,0,3,0,0,0,0,2,0
92,4,0,0,9,2,0,0,0,8,1
42,4,0,0,6,0,0,0,0,4,1
34,2,0,0,4,0,0,0,0,3,0
36,2,0,0,4,0,0,0,0,2,1
62,3,0,0,5,0,0,0,0,4,1
81,2,0,0,10,0,0,0,0,9,1
127,2,0,0,16,2,0,0,0,15,1
102,1,0,0,6,1,0,0,0,5,1
32,2,0,0,2,0,0,0,0,1,1
63,3,0,0,6,0,0,0,0,5,0
37,3,0,0,3,0,1,0,0,2,0
53,2,0,0,5,0,0,0,0,4,1
41,3,0,0,6,0,0,0,0,4,0
29,1,0,0,4,0,0,0,0,2,1
120,2,0,0,6,0,0,0,0,4,1
34,2,0,0,4,0,0,0,0,3,0
81,3,0,0,5,0,1,0,0,4,1
107,4,0,0,4,0,1,0,0,3,1
24,1,0,0,4,0,0,0,0,2,1
60,2,0,0,4,0,0,0,0,2,0
202,4,0,0,4,2,0,0,0,3,1
84,4,0,0,4,0,0,0,0,3,1
32,2,0,0,4,2,0,0,0,3,0
49,3,0,0,6,0,0,0,0,5,1
34,2,0,0,4,0,0,0,0,3,0
53,3,0,0,4,1,0,0,0,3,1
37,2,0,0,5,0,0,0,0,3,0
32,3,0,0,3,1,0,0,0,2,1
33,2,0,0,4,0,0,0,0,3,1
72,4,0,0,7,0,0,0,0,6,1
86,2,0,0,4,0,0,0,0,3,1
66,3,0,0,5,4,0,0,0,4,0
35,3,0,0,3,0,1,0,0,2,0
354,3,0,0,5,8,0,0,0,4,1
132,13,0,0,3,1,0,0,0,1,1
69,2,0,0,4,0,0,0,0,3,1
40,2,0,0,4,0,0,0,0,3,1
59,4,0,0,5,0,0,0,0,4,1
38,1,0,0,5,0,0,0,0,3,1
28,2,0,0,3,0,0,0,0,1,1
18,1,0,0,3,0,0,0,0,1,1
30,1,0,0,4,0,1,0,0,2,0
115,2,0,0,3,0,0,0,0,2,1
44,2,0,0,4,0,0,0,0,3,0
76,2,0,0,7,0,0,0,0,6,1
36,2,0,0,5,0,0,0,0,3,0
68,1,0,0,6,0,0,0,0,4,1
89,7,0,0,7,1,0,0,0,6,1
73,3,0,0,9,0,0,0,0,8,0
33,3,0,0,3,0,0,0,0,2,0
117,7,0,0,10,2,1,0,0,9,1
89,1,0,0,10,1,0,0,0,8,1
350,3,0,0,5,5,0,0,0,4,1
41,1,0,0,6,0,0,0,0,4,1
148,1,0,0,8,0,0,0,0,6,1
35,2,0,0,5,0,0,0,0,3,1
45,3,0,0,4,0,0,0,0,3,1
41,2,0,0,4,1,0,0,0,3,1
58,2,0,0,5,0,0,0,0,4,1
54,6,0,0,3,0,0,0,0,2,1
62,2,0,0,5,0,0,0,0,4,0
28,2,0,0,4,0,0,0,0,2,0
25,2,0,0,4,0,0,0,0,2,1
31,2,0,0,4,0,0,0,0,3,0
43,2,0,0,4,0,0,0,0,2,0
35,3,0,0,4,0,1,0,0,3,0
265,10,0,0,6,2,0,0,0,5,1
71,5,0,0,7,0,0,0,0,6,1
53,3,0,0,5,1,1,0,0,4,0
52,3,0,0,4,0,1,0,0,3,0
97,6,0,0,7,1,0,0,0,6,1
206,11,0,0,4,6,0,0,0,2,1
37,3,0,0,4,0,0,0,0,2,0
376,3,0,0,5,8,0,0,0,4,1
38,3,0,0,4,0,0,0,0,3,0
35,3,0,0,4,0,0,0,0,3,0
44,3,0,0,3,0,0,0,0,2,1
72,2,0,0,8,1,0,0,0,6,1
138,7,0,0,7,1,1,0,0,6,1
34,2,0,0,4,0,0,0,0,3,0
258,12,0,0,5,2,0,0,0,4,1
73,2,0,0,8,1,0,0,0,6,1
32,2,0,0,4,0,0,0,0,2,0
242,3,0,0,8,2,0,0,0,7,1
47,2,0,0,5,0,0,0,0,4,1
44,3,0,0,4,1,0,0,0,3,0
40,3,0,0,3,0,0,0,0,2,0
93,2,0,0,5,0,0,0,0,4,1
34,2,0,0,4,0,0,0,0,3,0
34,2,0,0,4,0,0,0,0,3,0
27,2,0,0,4,0,0,0,0,2,0
43,1,0,0,5,0,0,0,0,3,1
44,3,0,0,3,0,0,0,0,2,0
30,2,0,0,4,0,0,0,0,2,0
102,5,0,0,10,1,0,0,0,9,1
31,2,0,0,3,0,0,0,0,1,1
34,2,0,0,4,0,0,0,0,2,0
44,4,0,0,4,0,0,0,0,3,0
56,3,0,0,4,0,0,0,0,3,0
66,1,0,0,5,0,0,0,0,4,1
99,1,0,0,10,0,0,0,0,8,1
45,2,0,0,6,1,0,0,0,4,0
34,2,0,0,4,0,0,0,0,3,0
41,2,0,0,4,0,0,0,0,3,1
71,2,0,0,5,0,0,0,0,4,1
33,3,0,0,3,0,0,0,0,2,0
46,3,0,0,5,0,0,0,0,4,0
74,1,0,0,4,0,0,0,0,3,1
46,1,0,0,7,0,0,0,0,5,1
102,8,0,0,3,1,0,0,0,2,1
34,3,0,0,3,0,0,0,0,2,0
134,6,0,0,5,4,0,0,0,3,1
61,3,0,0,4,0,0,0,0,3,1
376,3,0,0,5,7,0,0,0,4,1
46,3,0,0,3,0,0,0,0,2,1
168,2,0,0,9,3,0,0,0,7,1
63,7,0,0,6,0,0,0,0,4,1
37,2,0,0,5,0,0,0,0,3,0
46,2,0,0,5,1,0,0,0,3,0
37,3,0,0,3,1,0,0,0,2,1
42,3,0,0,2,2,0,0,0,1,1
30,4,0,0,3,0,0,0,0,2,0
51,3,0,0,4,0,0,0,0,3,0
58,5,0,0,4,0,1,0,0,3,0
32,2,0,0,4,0,0,0,0,3,0
32,2,0,0,4,0,0,0,0,2,0
40,2,0,0,4,0,0,0,0,3,1
35,3,0,0,3,0,0,0,0,2,0
31,3,0,0,3,0,0,0,0,2,1
74,4,0,0,6,1,0,0,0,4,1
49,3,0,0,4,0,0,0,0,3,0
43,2,0,0,5,0,0,0,0,3,1
97,5,0,0,4,1,0,0,0,3,1
243,12,0,0,4,2,0,0,0,2,1
27,2,0,0,4,0,1,0,0,2,0
196,3,0,0,5,2,0,0,0,4,1
91,3,0,0,5,0,0,0,0,4,1
74,1,0,0,3,10,0,0,0,1,1
40,2,0,0,4,0,0,0,0,3,1
72,2,0,0,3,0,0,0,0,2,0
49,2,0,0,4,0,0,0,0,2,1
49,5,0,0,5,0,0,0,0,3,1
368,3,0,0,5,5,0,0,0,4,1
41,3,0,0,4,0,0,0,0,3,0
39,2,0,0,5,0,1,0,0,3,0
55,2,0,0,4,0,0,0,0,3,1
35,2,0,0,4,0,0,0,0,3,0
38,3,0,0,3,0,0,0,0,2,0
62,6,0,0,4,0,0,0,0,3,1
76,3,0,0,6,0,0,0,0,5,1
92,4,0,0,4,0,0,0,0,3,1
38,2,0,0,5,0,0,0,0,3,0
56,1,0,0,7,1,0,0,0,5,1
102,6,0,0,10,1,0,0,0,9,1
29,2,0,0,4,0,0,0,0,2,0
42,2,0,0,4,1,0,0,0,3,1
68,5,0,0,3,0,0,0,0,2,1
44,2,0,0,5,1,0,0,0,3,0
37,1,0,0,5,0,0,0,0,3,1
291,13,0,0,4,1,0,0,0,3,1
82,6,0,0,5,0,0,0,0,4,1
33,2,0,0,4,0,0,0,0,3,0
98,6,0,0,10,1,0,0,0,9,1
77,3,0,0,4,0,0,0,0,3,1
65,3,0,0,7,1,0,0,0,6,1
62,2,0,0,4,1,0,0,0,3,1
57,3,0,0,5,1,1,0,0,4,1
33,2,0,0,4,0,0,0,0,2,0
47,1,0,0,5,1,0,0,0,3,0
50,3,0,0,5,0,0,0,0,4,0
76,4,0,0,7,0,0,0,0,6,0
33,2,0,0,4,0,0,0,0,3,0
43,3,0,0,4,0,0,0,0,3,0
29,2,0,0,4,0,0,0,0,2,0
48,2,0,0,4,0,0,0,0,3,1
201,3,0,0,5,1,0,0,0,4,1
101,7,0,0,10,0,0,0,0,9,1
62,2,0,0,8,2,0,0,0,6,1
56,2,0,0,5,0,0,0,0,4,1
36,2,0,0,4,0,0,0,0,3,1
63,7,0,0,4,0,0,0,0,3,0
376,3,0,0,5,8,0,0,0,4,1
102,5,0,0,10,1,0,0,0,9,1
83,4,0,0,8,0,0,0,0,7,1
68,3,0,0,7,1,0,0,0,6,1
61,4,0,0,5,1,0,0,0,3,1
60,3,0,0,5,0,0,0,0,4,1
376,3,0,0,5,6,0,0,0,4,1
30,2,0,0,4,0,0,0,0,2,0
50,2,0,0,5,0,0,0,0,3,0
77,3,0,0,6,2,0,0,0,5,1
34,3,0,0,5,0,0,0,0,3,0
344,3,0,0,5,4,0,0,0,4,1
60,4,0,0,5,1,0,0,0,4,1
70,5,0,0,6,0,0,0,0,5,1
45,3,0,0,4,1,0,0,0,3,1
56,4,0,0,7,2,0,0,0,6,0
75,5,0,0,6,0,0,0,0,5,1
246,8,0,0,9,4,0,0,0,7,1
22,1,0,0,3,0,0,0,0,1,1
26,2,0,0,4,0,0,0,0,2,0
179,14,0,0,6,3,0,0,0,4,1
57,2,0,0,7,1,0,0,0,6,1
39,2,0,0,4,0,0,0,0,2,0
208,18,0,0,4,0,0,0,0,3,1
86,4,0,0,7,1,0,0,0,6,1
65,3,0,0,6,0,1,0,0,5,0
376,3,0,0,5,6,0,0,0,4,1
193,9,0,0,4,1,0,0,0,2,1
350,3,0,0,5,12,0,0,0,4,1
83,11,0,0,3,1,1,0,0,1,1
51,4,0,0,3,0,0,0,0,1,1
47,2,0,0,6,0,0,0,0,5,1
74,3,0,0,9,0,0,0,0,7,1
27,2,0,0,4,0,0,0,0,2,0
40,4,0,0,3,0,0,0,0,2,0
25,2,0,0,4,0,0,0,0,2,0
49,3,0,0,5,0,0,0,0,4,1
72,2,0,0,7,0,0,0,0,5,1
69,2,0,0,6,0,0,0,0,4,1
40,2,0,0,4,0,0,0,0,2,0
42,3,0,0,3,1,0,0,0,2,0
34,2,0,0,4,0,0,0,0,3,0
148,1,0,0,7,0,0,0,0,6,1
59,6,0,0,5,2,0,0,0,4,0
33,3,0,0,3,0,0,0,0,2,1
44,3,0,0,3,0,1,0,0,2,0
151,2,0,0,8,1,0,0,0,7,1
135,6,0,0,10,4,0,0,0,8,1
94,4,0,0,6,0,0,0,0,5,0
35,2,0,0,5,0,0,0,0,3,0
40,2,0,0,4,0,0,0,0,3,1
376,3,0,0,5,7,0,0,0,4,1
44,4,0,0,4,0,0,0,0,3,0
33,2,0,0,5,0,0,0,0,3,0
52,2,0,0,5,1,0,0,0,4,1
64,3,0,0,7,0,0,0,0,5,0
290,4,0,0,18,2,0,0,0,16,1
42,2,0,0,5,0,0,0,0,3,0
122,9,0,0,7,0,0,0,0,6,1
34,2,0,0,4,0,0,0,0,3,0
34,2,0,0,4,0,0,0,0,3,0
134,2,0,0,12,4,0,0,0,10,1
48,2,0,0,3,0,1,0,0,1,1
59,2,0,0,6,0,0,0,0,5,0
369,14,0,0,4,5,0,0,0,3,1
36,2,0,0,3,0,0,0,0,2,1
34,3,0,0,3,0,0,0,0,2,0
46,2,0,0,4,0,0,0,0,3,0
110,7,0,0,10,1,0,0,0,9,1
21,2,0,0,3,0,0,0,0,1,1
53,2,0,0,5,0,1,0,0,4,1
52,6,0,0,3,0,0,0,0,2,1
143,2,0,0,9,1,0,0,0,8,1
61,2,0,0,5,0,0,0,0,4,1
31,2,0,0,4,0,0,0,0,2,0
55,4,0,0,4,0,0,0,0,3,1
376,3,0,0,5,9,0,0,0,4,1
34,2,0,0,4,0,0,0,0,3,0
57,3,0,0,3,1,0,0,0,2,0
201,12,0,0,5,3,0,0,0,3,1
237,6,0,0,6,1,0,0,0,5,1
98,4,0,0,10,0,0,0,0,9,1
33,3,0,0,4,0,0,0,0,2,0
31,2,0,0,4,0,0,0,0,2,0
36,1,0,0,4,1,0,0,0,2,1
34,2,0,0,4,0,0,0,0,3,0
70,1,0,0,8,1,0,0,0,6,1
40,2,0,0,4,0,0,0,0,3,1
60,2,0,0,7,1,0,0,0,6,1
136,2,0,0,5,2,0,0,0,4,1
34,2,0,0,4,0,0,0,0,2,0
28,2,0,0,3,0,0,0,0,2,1
155,1,0,0,8,0,0,0,0,6,1
120,2,0,0,4,0,0,0,0,3,1
33,2,0,0,4,0,0,0,0,3,0
46,3,0,0,5,0,0,0,0,3,0
67,2,0,0,6,0,0,0,0,5,1
67,2,0,0,6,0,0,0,0,5,1
40,3,0,0,3,1,0,0,0,2,0
34,2,0,0,4,0,0,0,0,3,0
58,5,0,0,5,0,1,0,0,4,0
157,2,0,0,15,0,0,0,0,13,1
38,2,0,0,4,1,0,0,0,3,1
37,1,0,0,4,0,0,0,0,3,1
31,2,0,0,4,0,0,0,0,2,0
35,2,0,0,5,0,0,0,0,3,0
49,4,0,0,6,0,0,0,0,4,0
59,2,0,0,4,1,0,0,0,3,1
47,2,0,0,3,0,0,0,0,2,0
57,4,0,0,5,0,0,0,0,4,0
89,8,0,0,4,0,0,0,0,2,1
48,3,0,0,3,0,0,0,0,2,1
149,4,0,0,6,1,0,0,0,5,1
169,6,0,0,7,0,1,0,0,6,1
153,4,0,0,5,0,0,0,0,4,1
312,17,0,0,6,0,0,0,0,5,1
138,6,0,0,5,2,0,0,0,3,1
30,2,0,0,3,0,0,0,0,2,0
252,12,0,0,5,2,0,0,0,4,1
91,4,0,0,3,1,0,0,0,2,1
116,4,0,0,11,0,0,0,0,10,1
32,2,0,0,3,0,0,0,0,1,1
74,1,0,0,7,2,0,0,0,5,1
24,1,0,0,3,0,0,0,0,2,1
33,2,0,0,3,1,0,0,0,1,1
33,4,0,0,3,0,0,0,0,2,1
44,2,0,0,4,0,0,0,0,3,0
376,3,0,0,5,7,0,0,0,4,1
44,4,0,0,3,0,0,0,0,2,0
80,4,0,0,8,1,0,0,0,7,1
91,7,0,0,7,1,0,0,0,6,1
90,4,0,0,6,0,0,0,0,5,1
33,2,0,0,4,0,0,0,0,3,0
40,2,0,0,4,0,0,0,0,3,1
37,3,0,0,4,0,0,0,0,3,0
51,2,0,0,6,0,0,0,0,4,0
70,2,0,0,3,4,0,0,0,2,1
38,3,0,0,3,0,1,0,0,2,0
52,3,0,0,5,0,0,0,0,4,0
168,3,0,0,5,3,0,0,0,4,1
42,3,0,0,5,1,0,0,0,3,0
70,1,0,0,8,3,0,0,0,6,1
89,2,0,0,7,9,0,0,0,5,0
40,3,0,0,4,0,0,0,0,3,1
65,7,0,0,3,0,0,0,0,2,1
40,2,0,0,3,3,0,0,0,1,1
376,3,0,0,5,9,0,0,0,4,1
38,3,0,0,3,0,0,0,0,2,0
113,7,0,0,10,1,0,0,0,9,1
140,7,0,0,6,1,0,0,0,5,1
35,2,0,0,4,0,0,0,0,2,0
83,2,0,0,8,1,0,0,0,6,1
104,6,0,0,10,1,0,0,0,9,1
35,3,0,0,3,0,0,0,0,2,1
62,4,0,0,6,0,0,0,0,5,0
70,3,0,0,7,2,0,0,0,6,1
63,3,0,0,5,0,0,0,0,4,0
78,6,0,0,9,0,0,0,0,8,1
44,2,0,0,5,0,0,0,0,3,0
25,1,0,0,4,0,0,0,0,2,0
44,3,0,0,3,0,0,0,0,2,0
65,3,0,0,8,1,0,0,0,7,1
